phone,rating,review,source
iphone,5,"This is the best phone I’ve ever owned. The safety of the facial recognition is awesome. I use the Apple Pay feature on a regular basis and have never had a problem, rarely carry my wallet anywhere anymore. Easy to use for someone that isn’t very tech savvy. Will stick with Apple for all future purchases (even our iPad is used everyday). Just wish the screen didn’t get cut off for videos or apps that hadn’t updated for the X.",Productreview.com.au
iphone,4,"I really love the iPhone X. It’s smooth and responsive. The new gestures make it much quicker to get where you want to go and FaceID is heaps more convenient than TouchID. Only one issue: it’s too big. Doesn’t fit in any of the places that are normally designed for phones, like the specially designed phone compartment in my car. I guess when it was built phones were generally smaller. Can’t wait for an SE-sized X!",Productreview.com.au
iphone,2,"Freezes, slow, bad reception, have to turn it off to re’boot it, annoying phone, worst ever, over priced, no battery percentage don’t know weather alarm is on really bad phone! Really bad coverage, stupid glass screen a lot of people can’t afford to replace it all in all a crap effort by Apple I’m pretty disappointed.",Productreview.com.au
iphone,5,"It was certainly a challenge working out this phone as it was quite different not having a home button but I love the changes and differences. The size for me is perfect, I almost got the bigger phone and I am glad I didn't. Apple has always been my go to with products, I have had no problems with it and the battery lasts a long time. I love the screen to edge screen, it makes the phone look really good. I overall love my iPhone X, amazing purchase.",Productreview.com.au
iphone,4,"I purchased my iPhone X back in January 2018.I had to update because my iPhone 6 pluswas dying and even after I had replaced the battery on the 6 plus it was still becoming clunky...but back to the X.Ticked all the boxes except a few.  I was almost disappointed in going back to the smaller hand set size even though the screen size more than makes up for it.  I think I was just used to the larger phone size.  However it didn't take long to get used to the size and face recognition.  It doesn't miss a beat (except for when I am wearing sunglasses which is a tad annoying). But a good safety feature none the less.Camera is much better, battery life is a dream compared to my 6 plus but in saying that it would be nice to go back to the days of not having to charge your phone every day.It feels well made and does everything it's supposed to do. I am absolutely loving the new 'portrait' mode in the camera.  It does take a really nice picture.However like all technology there are some glitches.  I have found (and asked other X users who have confirmed the same) that when sending multiple photos via iMessage that it freezes up and will only send one at a time.  This can be very frustrating at times.The phone works fast and meets my needs of working at a fast pace and needing it on the go. So far it really hasn't missed a beat.  But given it has only been used for 4 months you would expect a new phone to be just that.The cost was, in my opinion, very high.  I had to save my pennies for this one!I just hope that this phone continues to function like this for quite a while.  So fingers crossed!",Productreview.com.au
iphone,2,"I was happy with my iPhone 6, then suddenly it became so glitchy that I had to upgrade to iPhone X and fork out $1800 for no reason at all. Only thing better in this phone now is that it’s fast as my iPhone 6 was when it was new and camera is really good and it’s water resistant. I feel Apple scammed me to buy this by slowing my iPhone 6 hence 2 star",Productreview.com.au
iphone,4,"I've been an Apple iPhone user since the iPhone 4 and have loved all the developments they’ve included over the years.  Using the phone for work means having a complex pass code so when fingerprints become a authentication method it was so fast and easy.  Since the iPhone X now used facial recognition I find that I’m having to manually enter the passcode more often than the old fingerprint.  Simple use cases like unlocking the phone when in bed with your face half buried in a pillow, sitting in the car with the phone in a cradle on the windscreen are meaning more often having to manually enter a PIN whereas I never had this problem with fingerprints.  Other than that iOS is great and I love the features, cameras and processor speed.  Also like the integration into Apple watch.",Productreview.com.au
iphone,4,"The updates on this phone compared to previous iPhones makes a difference - it has become much more user friendly with closing apps, no home button, the Face ID unlock, it’s a very good size, it’s water resistant. The increase in screen size is a big improvement & the phone is nice and thin.",Productreview.com.au
iphone,4,"Best camera and great phone has heaps of awesome features, awesome camera and video recording. I recommend to anyone who loves taking pics or videos and the portrait mode takes the best pictures. The phone could break easy as it is glass front and back so you will need a screen protector or case",Productreview.com.au
iphone,5,Where do I start everything about the iPhone X is fantastic especially having the ability to log in with your eyes to your phone and things like emails bank accounts that means no more passwords your eyes r your password! And we all know the finger print scanner does not work in the rain or when u get out of the shower or the pool or when u have gloves on so it’s a fantastic feature. The size of the phone is great as well and u have so much real estate as it’s and edge to edge display.just on display it’s fantastic very natural colours and easy to see in the sunlight. The design and build quality is great to so pop down and have a look at getting one you won’t regret it oh yeah apart from the price if that’s not an issue I’d say get one as it’s the best phone on the market at this point,Productreview.com.au
iphone,5,"Was apprehensive when making this purchase due to the price tag, however I have no regrets. The Face ID is very intuitive and functions much better than expected. The screen produces a great picture and it looks great not having a clunky home button in the way. I thought the notch at the top would put me off but I don’t really notice it. Highly recommend",Productreview.com.au
iphone,4,"As above, its a great unit and as always with Apple products has a great interface. The motion camera is a favorite and the standard is finally up there with Android. Only fault is the little ring on the back to hold the phone up broke within a couple of weeks.",Productreview.com.au
iphone,2,iPhone X is the worst phone I have ever had. The phone touch screen is temperamental  the phone became over temperature and stopped functioning completely and I was left without a phone for over 2 weeks. Received a replacement phone that had been returned by someone else  that kept on freezing even after updating so I decided to purchase a Samsung S9.,Productreview.com.au
iphone,5,This is an awesome phone. The facial recognition is so great with apps. The swiping is way better than a home button. I love the wireless charging and pretty much everything about this phone. Feels like a phone I can keep for a while. I do not feel the need to buy the next model as this does everything that I want.,Productreview.com.au
iphone,5,"When I first bought this phone it was confusing to use but then I slowly taught myself and literally cannot live without it, super convenient like you don’t really need to carry your card because it is in the phone. And the only thing that I dislike about it is that your need to buy Bluetooth headphones so that you can listen to music as well as charging it at the same time",Productreview.com.au
iphone,5,"Amazing product!! Camera is so clear! Easy to navigate and new IOS updates that happen every few months, allows for continues update and big fixes when necessary. The Apple line produces a wide range of outstanding products, including several versions of the apple iPhone, this newest instalment is a bone and beyond.",Productreview.com.au
iphone,2,"My 10 weeks old IPhone X has been giving me grief shortly after I had it.Contacted Apple customer care more than once and nothing they tried to do seems to work.Does anyone else experiencing issues with this phone?They recommended the phone to be checked up by Adelaide apple but can’t offer me an appointment I can do since I work.Can someone suggest what I should do?The phone is useless ,No one can hear me when I make or receive calls",Productreview.com.au
iphone,3,A bit frustrating not having the home button. I definitely don't think it is worth the price! The wireless charging is super slow and the battery life is terrible. It is nice and glossy and the camera is good. But honestly I had the iphone  6S and I really do not care much more for the iPhone X.,Productreview.com.au
iphone,2,I found that this phone compare to my iPhone 6s freezers up a lot.and also the face reconection doesn’t always recognises my face and then I have to use the four digit password code and sometimes I have to do both just in order to get into my phone which can be quite frustrating at times especially when you are in a hurry to get into your phone to make a phone call or to take a quick picture and you have only got a matter a seconds then u have to go thru all this process to get just into your home screen.,Productreview.com.au
iphone,5,"Very fast and high technology, and more secure, and I strongly recommend to everyone. I phone x is very high quality phone from apple. Innovation and development. Very satisfied with this product and matching their prices with what you get in return. It meets all our needs and wants. Gr",Productreview.com.au
iphone,4,"Don’t get me wrong I love my iPhone but making the change from a 7plus to X is no ‘wow’. I miss the home button and find the whole swipe up thing frustrating. It seems smaller ( the screen isn’t) it’s quicker, but I’m left wondering if it’s worth it... where’s the wow? it just doesn’t justify the cost in my opinion",Productreview.com.au
iphone,3,"Apart from being a very expensive upfront cost, the cost of replacing a cracked screen at almost A$400 is ridiculous! The iPhone X is as slippery as a fish and harder to hold crap the old models. The screen is not tough - so watch out. Surely Apple will have to reduce this pricing or face reduced sales.",Productreview.com.au
iphone,3,The iPhonex is a ok phone it has many improvements witch need to happen the camera is crap in the dark sound for music is good battery life isn't good I get 8 hours from it at most I wouldn't recommend it however it is your choice I hope this helps when your going to make a purchase,Productreview.com.au
iphone,4,I have had my iPhone for about 6 months now and I have loved it! Great phone easy to use and would recommend it to everyone! I was a little hesitant to get it because it has no button but I haven’t even noticed the difference. I don’t think I’d be able to go back to a different model iPhone the X had been great.,Productreview.com.au
iphone,4,I am thrilled to use that phone. Its very fast and hardly hangs. I gave 1 star less due to its price which is very expensive for few people to afford. No more worry about faulty home button. Battery is very good & sounds is also loud compare to previous model.,Productreview.com.au
iphone,5,everything about this phone is great. i went from having a iPhone 7 to this and i am glad that i upgraded. not only are the camera and screen better but it offers some fun animojis which my kids enjoy. its not as heavy as friends have stated and certainly is ten times better.,Productreview.com.au
iphone,5,"I've had the iPhone X for a few months now and I can say it's the best i've owned. I've had a 3GS, 4S, 6 and now the X. It's screen is amazing, you forget about the notch and it becomes a non issue. Face ID works very well, i don't miss Touch ID.  It is extremely fast, you can switch between apps seamlessly and without any slow down. The photos are amazing, Portrait mode is great.  I was hesitant to make the jump as it was a new model of iPhone but I'm glad I did and haven't looked back. All other phones seem outdated compared to this.",Productreview.com.au
iphone,5,This phone looks and feels amazing. Its slim body is a piece of art and considering the capabilities it is so portable and slim. Not only that but we get access to a massive relative screen compared to the body. So the phone doesnt feel large and awkward but we get all the perks of a massive screen. All the latest features are very cool and im finding more and more every day.,Productreview.com.au
iphone,5,"So to start with I'll admit - I always love my iPhone. Upgrade before I need to, blah blah. But for something that is such an integral part of my daily life, I'm happy to spend the $.I hesitated with this model - was a big fan of Touch ID, and didn't like the idea of Face ID, but now it's one of my favourite features. I have gone from a 7plus to the X, so smaller phone, bigger screen. Very happy as I have small hands and it's easier to use. I do find it a big long though - lots of videos etc don't use the full screen which is a shame. Photos and videos are fantastic quality.Everything else is pretty much same as always. Shared calendars, notes and photo albums are great for our family, my life would fall apart without it!",Productreview.com.au
iphone,4,"Great phone to use, very user-friendly, quite hard in the beginning though since it comes without a home button. Great camera takes great photos and great videos as well. Incredibly light smartphone. The best piece of technology so far.However bought mine 3 weeks ago and has crashed already for no reason. Put it on charge the previous night before going to bed and woke up the next day and it was gone. Plugged into the charger few times a day and still nothing. I have to use my old iphone 6s while looking at fixing or replacing the iphone x. Apparently this issue is a common issue with this new piece of technology. Let me tell you, i have had the iphone 3 for 3 years, the iphone 5 for 3 years, the iphone 6s for nearly three years too, and never had such a problem with an iphone. My iphone 6s has never crashed, never crashed the screen and it works well until now. But i keep saying that the iphone x is a great smartphone. Apple just need to fix that crash issue and things should go pretty nice for this phone.",Productreview.com.au
iphone,5,"Great smart device built with user experience in mind. Intuitive interface, clear and bright vivid screen, plenty of real estate. Web pages look great. Strong audio performance too make for interesting  multimedia performance. Owned for 6 months now. No issues with performance or lagging. Speedy start up and fast rendering make a great overal package",Productreview.com.au
iphone,4,"Its understandable the top notch of all that Apple have made. Ok so there are a few flaws yes as every phone. Yet the positives highly outweigh the minute negatively. I enjoy the camera, its clarity and the ability for the phone to function as I'm having many screens open. Luv it. Full fan. But one",Productreview.com.au
iphone,5,"The iPhone X is truly undefeated. It is so simple yet so intricate. It has everything you need and I will never go back! I use this phone for everything in my daily life, it’s replaced all my other gadgets. Not to mention how safe it is , with the new Face ID.",Productreview.com.au
iphone,4,"This phone provides facial recognition which is a more personalised approach compared to just the fingerprint scanners. The camera quality achieved is excellent with great detail and allowing to focus on images in a precise manner. There are also added options of portrait and other features. Even so, battery length is considered average with it lasting a full day but without excessive use.",Productreview.com.au
iphone,5,I really like my iPhone X. I like being able to use gestures such as swiping the bottom edge to switch between apps. So much so that I keep doing that gesture on other people’s older iPhones too LOL.It’s got a great camera too.I just think it shouldn’t be so damn expensive. It’s way too overpriced for what it is.,Productreview.com.au
iphone,4,"It is an Iphone yayy. Can't fault it. It has been excellent. Upgraded from iPhone 7s so it is a big improvement.The only bad things I can find is the price. these phones are expensive. paid mine 1400+dollar. The iphone X accessory are expensive too compared to other model. Overall, love it, can't live without it.",Productreview.com.au
iphone,3,"Definitely not worth the money that they charge you. I own a vast amount of Apple products. I bought 3 iPhone X’s all in protective cases. One was put in an otter box protective case that was recommended by Apple employees.A few months after purchase the phone fell off a table not more than half a metre high and the back glass on the phone shattered. It’s was such a small fall. The camera glass was fine. Spoke to Apple about fixing it and apparently you have to replace the entire phone at $800+AU if you don’t have Apple care which is $300 AU plus $100 to replace the phone, which is half the price of replacement if you don’t have Apple care.Prior to this accident the faceId camera was not working on this phone. Apple wouldn’t even look at it and their diagnostics apparently don’t tell them anything about this issue and how long it has failed for which is convenient for them. Now they refuse to open the phone because the back glass is broken.Apple have become the biggest joke in the industry building inferior products all the while increasing their prices dramatically.I would recommend an iPhone 8 or another brand of phone. I Would never recommend the iPhone X To anyone. It is just not worth even half of what they charge for it.",Productreview.com.au
iphone,5,"This iphone x is the best phone I have ever usedI really like the edge which a largen your screenIt works fine and the size is just fits for my jeans pocket, the only thing that i do not like is I bought the 64gb one, I should buy the 256gb oneI also like how the iphone app detect my face to different animals as it is so funny! Hope this will help.",Productreview.com.au
iphone,5,"it's pricey, but it is the best iphone, i have used.  The Face id works like a charm.  gone are the days, when I have to enter passwords for each and every damn app, face id just unlocks it. It works also in dark. the camera is excellent and so is the quality of the pics.",Productreview.com.au
iphone,5,LIke guys seriously the iPhone x is so good. I know it's pricey but it worths. The shape is amazing. However material made it become a little bit slippery. If you don't use a case yah you might need to pay a new screen...The function is good. The camera is super nice!!!!,Productreview.com.au
iphone,4,"So after getting the new iPhone it had everything included which was awesome as I’ve always had a second hand phone. I love the way it feels, the way it runs, takes photos & videos. I’m in love with the big screen and the battery life is so great! I’ve recommended it to everyone!",Productreview.com.au
iphone,2,"I recently purchased iPhoneX via optus 12 month plan. I am paying $140 after 25% student discount. While I got addicted to the new bigger screen quickly soon I realised its not worth the price. Surely will be sustainable as it is an apple product, but iphone 7/8 does the same job at a much lower price.",Productreview.com.au
iphone,5,"I love most things about this phone. The big screen is great. The face recognition is fantastic (when it works, most of the time.) The face recognition auto fills passwords for you and gives you access without a pin. It does seem to take ages to charge but I don’t often run out of battery so I guess that’s ok. Most important to me is that the camera is good. I think it’s fantastic, with the only drawback being that sometimes moving subjects blur. One issue that I have had is that my initial restore never fully completed and I unfortunately lost a small amount of data, which occasionally is problematic. Another issue is that the uploading of photos to iCloud never seems to fully complete either, so my shared photo streams aren’t updating. Overall though I am happy with this purchase.",Productreview.com.au
iphone,3,"Ok so I currently have an iPhone X through Vodafone but the only downside to this phone is the fact that the whole phone is made out of glass, like super super THIN glass. I had my phone for around a month before it fell on the floor (with a case and screen protector on) and the whole thing shattered to pieces. I was unable to use it at all as little pieces of glass were coming out, worst part is that Apple apparently couldn’t repair the back of the phone and I would have to pay $800 for a new one through them, thankfully since it’s imsured I got it way cheaper through my phone company. Still very scary since you are paying $1000 upwards for a phone and it breaks with one small drop, needs sturdier glass :(",Productreview.com.au
iphone,3,The iphone X is a very similar version to its previous models which makes me wonder why a person would spend so much on a new phone. However an apple is an apple is an apple. The focus alot on the camera which should not be the only point of focus.,Productreview.com.au
iphone,5,"The screen is large enough to let me watch videos and the surface looks really professionalBut one of the thing is I cannot use the normal earphone, i need to put an adapter in. There’s a lot of option of phone case i can choose which is really good as i used android previously and there’s not much phone case option that i can choose",Productreview.com.au
iphone,5,"The iPhone X is a great phone, Apple try to innovate each year and they did kind of do it. The iPhone X is a lot different to previous versions. I guess that the iPhone 8 is the safe version and the iPhone X is the innovative one. Great device, not sure if it is worth the $2000 price tag.",Productreview.com.au
iphone,4,The iPhone X didn’t exceed my expectations but I did come to like it. The best thing about the new phone is the lack of home button. You don’t realise how convenient it is to just swipe up and not have to press down on a home button until you go back and use the older iPhone models.,Productreview.com.au
iphone,5,Pros:An outstanding cameraA long lasting battery life (although Apple's current slowing down of phones scandal is something to think about)Very fast at performing tasksSlim bezels (notch is no longer noticeable after using for a couple of weeks or so)Great customer service.Cons:Still prefer touchiDNo headphone jackStill a wonderful phone though,Productreview.com.au
iphone,4,I bought this phone around 2 months ago. I think it is a great phone but not the 1500 dollars I spent on it. I don't like the fact that is doesn't have a home button on all phones should have. but it shows no signs of slowing down and if your looking for a long lasting phone this is definitely worth it.,Productreview.com.au
iphone,5,"Have been using for 2 months now, and this phone is phenomenal. The design is nice and slim, the screen is very vibrant and the minimal bezels are awesome. The notch is not as bad as people say it is as I didn't notice it after using it for a week. The camera is awesome, with DSLR level quality photos and the face id is a lot.",Productreview.com.au
iphone,4,"Have used it for a monthmayprosvery fast, excellent customer support from apple, no lags, the bazzels look awesome, face id, very good battery life, amazing cameraconsno headphone jacks, have to use itunes for everything cant just transfer files like android, no fingerprint sensor, very expensiveI may never go back to android and i hope apple continue to upgrade this model.",Productreview.com.au
iphone,5,"Love everything about this phone except the price tag. Screen looks beautiful, performance is awesome, camera takes crisp photos and the phone is so easy to use. Would I recommend it over the iPhone 8/8 plus? Only if you can afford to cough up $1,579 + accessories to protect the phone!",Productreview.com.au
iphone,5,"Upgraded from a iphone 6. Took a while to get used to no home button, but seems obsolete now. Face id is really handy when trying to access phone when your hands are full. Portrait mode on the camera is a big bonus. Larger screen area good, and it comes with a headphone jack so not having to buy this was a nice surprise. Love it",Productreview.com.au
iphone,5,"I have always enjoyed the basic and easy way of iPhone's but have always wanted to change brands as the camera quality was always the same with each new design. Yet as the iPhone X came out i got it and was blown away, it was actually really good and i'm honestly really pleased with it as a apple product.",Productreview.com.au
iphone,4,"I know how I ever got by without this phone. Absolutely amazing! It is easy to use, stylish, heaps of apps available and I love all of the colours. Apple has done a great job in the development with the phone. I tell all of my friends that they need to get one.",Productreview.com.au
iphone,5,"Totally worth the price. I got mine on launch day from optus and was instantly blown away with this phone, i had upgraded from the iphone 6 i immediately was able to adapt the the loss of the home button and am quite happy without it. I love the face ID and have never had a problem with it, it quickly adapts to changes such as sunglasses. the Camera is amazing and takes the best photos effortlessly, features are great and the phone fits in the palm of my small hands easily. I would never go back to another style of iphone and i hope apple continue to upgrade this model.",Productreview.com.au
iphone,5,My recent purchase of the iPhone X is my fourth Apple iPhone and each model has been a delightful improvement in both capability and capacity.  I really like it’s intuitive operating system and the new added gestures make it even easier and faster to use. It is robust and easy to handle and I have no complaints regarding its design or operation. Great product!,Productreview.com.au
iphone,5,"Love it, love it, love it. Really good phone, has so many features, nice and smooth, touch works great, Apple has really stepped up in this model only screen size needed to be little larger but I still love it, it’s really excellent phone to use and has excellent camera too.",Productreview.com.au
iphone,3,"Good Phone better than previous models however one thing I am not happy is the camera at the back is not flat so if you put the phone down it will first hit/scratch the camera lens thus very disappointing. Otherwise, the camera is good, features are great nothing to complain compared to S8+ android phone. Small handly fits in palm",Productreview.com.au
iphone,4,"Great camera, takes good quality photos even when the subject is moving it still tends to get a clear pic. Nice big screen. Torch is brighter than previous iPhones. Very responsive. Lock screen can be a buggy sometimes (when entering passcode to unlock screen). All in all pretty happy with this phone.",Productreview.com.au
iphone,4,"Get it on the plan. It's good but however, at this price, you have to ask for a higher standard.- The face ID doesn't work perfectly. At least not as smooth as the touch ID- Many apps don't support the screen size- Why can't we have 128Gb?",Productreview.com.au
iphone,3,"i got it from a phone plan, but I wouldn’t buy it and spend $1500 on it while I can get other phones with the same features for less. After a while, the phone also starting to slow down. What I like about it though is the high def display.",Productreview.com.au
iphone,4,"As I said, love the screen and camera. Camera significantly improved especially in evening shots. But the phone still has lots of bugs, hence my rating.Sometimes it glitches when I need do answer the call, it doesn't want to swipe. Otherwise very responsive, but overpriced smart phone. Thanks.",Productreview.com.au
iphone,4,"Love my Apple products and this new addition has some added bonuses from the past phones. The security features, ease of use and the nice slim design is what Apple is known for. The device works very well, is fast at processing and has an awesome battery life (always could be better).",Productreview.com.au
iphone,5,"Definitely recommend this phone has been the best iPhone so far, If you’re wanting a better camera and a smaller phone also lighter with better battery life suggest looking at this. You’ll be happy with the outcome.  Was thinking about Samsung but if you’re an apple person stay all Apple.",Productreview.com.au
iphone,4,"Apple has finally made an improvement with this iPhone, more memory, better camera, greater features & a much larger screen to make things clearer. I am finally loving my new iPhone, after missing the home button for a week or two, I have become used to it not being there.",Productreview.com.au
iphone,5,just bought the iphone x recently with my friend. I would recommend buy a case that is strong enough to protect the phone or it could break. But the features are mind blowing and is extremely worth its price like the Animoji like that is the best and the Face ID is also awesome,Productreview.com.au
iphone,5,"I actually thought that I wouldn't like this phone, but i am totally in love with it. It takes a little bit to get used to the fact it has no home button, and all the new gesture controls you need to learn, but once you do there is no turning back. I really love the face ID as well.",Productreview.com.au
iphone,1,"I don't want to change my other appliances to use only iPhone, its not supporting any smart TV, not supporting phone operated light , in fact cant be used with other products, still have very common issue cant even set my favorite ringtone, I phone X not easy access .",Productreview.com.au
iphone,5,"It was my first purchase of Apple phone , I already have a Galaxy S8 from Samsung.Apart from notch at the top I have nothing to complain about this phone. Excellent build, superb software and excellent all round performance.Battery could have been a bit better for a heavy user like me, especially when my Samsung outruns this phone on a busy day.I would recommend this phone to anybody who wants to have a great smartphone up their sleeves.",Productreview.com.au
iphone,5,It’s great if you love the iphones.Had to watch YouTube to learn how to find functions on the phone. They need to come with basic instructions for new models like this.Still only standard ring and text tones. They need to update this feature with new sounds and more wall papers,Productreview.com.au
iphone,4,"One of my friends recently got the new iPhone X and we took some random photos but they all turned up amazing. The quality is outstanding. However, I do have a concern with the Face ID. WHat if you had an identical twin. In 5 seconds they could swipe you phone and look through everything. Or if you had a photograph of the owner, if you held it up to the camera, would it unlock?",Productreview.com.au
iphone,4,"It is beautiful phone, elegant design and I am happy with that, I always fan of apple product.Phone is fast, battery is good.i like the design , my old phone from Apple as well but with this model I can not imagine how amazing! I love this phone because the resolution is high qualityThanks Apple design iPhone X",Productreview.com.au
iphone,5,"It is a very expensive phone but it is definitely a great phone, it has some amazing features such as the animoji and portrait camera. The storage is absolutely amazing and it is so much easier to use face I.D. instead of fingerprints and passcodes. Without the home button it looks like it is from the future.",Productreview.com.au
iphone,5,I find the iPhone x an excellent product which has great performance over other phones I have used. The graphics are excellent and it takes fantastic photos. The feature such as face recognition are excellent and one I particularly like is when the phone rings and it know I am looking at the phone the volume reduces automatically.,Productreview.com.au
iphone,4,"I am an Apple fan so I can be a little bias. This is only because all my other electronics work and talk together harmoniously. Face ID is good but not a real selling point. Screen resolution itself is very bright and vibrant - love the colour output it gives. Animoji is a gimmick, but fun nonetheless. Wireless charging is convenient but slow. If you're looking to upgrade but without the price tag, I'd go for an iPhone 8. I just like the X because it was the latest model!",Productreview.com.au
iphone,5,The apple iPhones are the best I just love them.I have 5 and 6 waiting to get the next one .The features are so easy to manage. I recommend to everyone.However I have heard that with the 10 you have to buy all the extras from iphone which I wont be getting.As all other iphones the bluetooths universal can be used so skip the 10.,Productreview.com.au
iphone,5,"I'm the first to admit that I enjoy my Apple products. My HomePod has been a wonderful addition to the house (would be better if Siri worked), and I love my MacBook Pro and iPad. There are limitations with all of them, but I'm happy with them nonetheless.With the iPhone X, the price is quite high, although let's be honest, it's not that much higher than flagship phones from some other manufacturers. If you want a cheaper phone, there will of course be other phones that will do the job for you. But if you use your phone a lot, as I do, then it can be worth paying more.Most of the changes in this phone don't make that much difference to its use. The extra screen space (without much of a bezel) is brilliant, and immediately made the old iPhone display look dated to me. The notch is... weird. I mean, why not just have a slight bezel on the top? But they made the choice. Knowing that some Android manufacturers would follow, Google has baked in notch support into the latest version of Android. It's a puzzling design decision to me, but it really doesn't get in the way very often. Occasionally in a full screen video, but not very often.Face ID is great. It works most of the time, although on occasion I find myself still having to use the pass code.Getting used to the new controls, without the home button, has taken a little bit of getting used to. Accessing control centre is done by swiping from top right, which is impossible one handed. That's a strange choice to me, too.It's fast. No lag on anything, really. And seeing apps running full screen on this thing, because of the large display, is awesome.I've heard a lot of people complaining about the price, or some of the features. If it's not for you, it's not for you, and that's OK. But if you're after a great looking phone that can do a lot of stuff very fast, has access to a lot of great apps, and you have the spare cash, go nuts.",Productreview.com.au
iphone,3,"Apple need a reality check. I wish the buying public would give it one.This phone was bought outright for me as a present. I was considering switching to Samsung who still pretend to care about their customers. Apple Australia couldn't give three-tenths of a pooh about their customers anymore.It's an okay phone. If it were half the price, I'd recommend it. But at $1700, pfft.",Productreview.com.au
iphone,5,I love it just upgraded from an iPhone 5 and can't live without it great camera and really simple to use my wife is totally jealous and I will probably going to have to update her phone but that is the only real down side. The slim design and compact design is what really got me interested in the first place.,Productreview.com.au
iphone,5,"I waited for years to upgrade to the latest iPhone and am not disappointed. It takes a short while to adjust to the lack of a home button but once you get used to it there's no turning back. This is a very slick phone, a bit pricy but probably worth it",Productreview.com.au
iphone,4,i love the slim design and ease of use with the iPhone ....as I cannot read clearly the iPhone is great as it allows me to enlarge the txt large enough for me to read without putting my reading glasses on everytime I get a message...there is enough storage for me to download heaps of apps and to take lots of phots and videos which I do frequently...the camera has a good zoom facility although the picture quality does diminish with the zoom but otherwise the pics are great quality I would like a few more editing features though.,Productreview.com.au
iphone,5,"Its incredibly fast, great design, Face ID works like a charm (even in the night...when there is less light) I personally love the camera, the quality of the photos and videos are amazing. The notch was something I wasn't a big fan of. However, its amazing how quickly I got used to it.I do wish I bought the 256GB version...with amount of 4k videos I take, the phone fills up quite fast.",Productreview.com.au
iphone,4,Love iphone X !! Really fast and incredible camera quality. However can sometimes crash which isn't all that well but generally is a very good product. I really like the large display and is a good change from the previous iphones.Also thhe size of this iphone was perfect for me too as I felt like the ihpone+ of other models were just a tad too big for me. I have a love-hate relationship with the side of the phone though and think they couldve improved by having perhaps gold/ rose gold as a colour option.,Productreview.com.au
iphone,5,I love Apple product using from last 8 years.in iPhone X it’s amazing the shape.specially no buttons on front.face id function is amazing no body else can touch my phone without me.my wife try to open even she try when I was sleeping but because my eyes was closed so she couldn’t open it.,Productreview.com.au
iphone,3,"some summary of this product- very very very very expensive- very fast- apple- OLED display ( this is very good ) , wide display- new UI- wireless charging tech.- face recognition tech.In my opinion this is not perfect and JOBs's style but it's good",Productreview.com.au
iphone,5,"The iPhone x is a very high quality and very special to use and a lot more new features to useThis a special phone because the brand new features like face ID,animoji and much more as with all Apple it's easy to use made from delicate materials thanks for reading",Productreview.com.au
iphone,3,"As with all Apple phones, they are very easy to use and they are generally built with high quality materials, but also like all Apple products, the iPhone X is extremely expensive, despite all of its features, they are not really worth it for the price Apple is charging. If the phone was $200-$300 cheaper it would be significantly more worth it but I could only recommend it for people that could justify spending over $1000 on a phone.",Productreview.com.au
iphone,5,The iPhone x is a beautiful phone with the brand new face id and animoji that has been released by Apple. It also has 2 cameras for taking better photos. Thee photos I take with my iPhone x are crisp and clear! Overall this is a great product though it is quite expensive.,Productreview.com.au
iphone,4,"Great screen, excellent quality. However I believe the speed and performance could be improved a lot in the next iPhone made! I believe something can be done however apart from that the overall sveeen and no home button is amazing! More variety of colour would be good also! Overall would give 8/10",Productreview.com.au
iphone,4,"I can’t really fault the iPhone X except for a few minor things. I bought the 256GB model, and it is excellent. Zippy, fast, responsive. The screen is beautiful, although Apple cites “edge to edge” but it really isn’t. It’s kind of full screen, but with very noticeable black bezels. Just compare it to the Samsung S8 or S9 with the curved edges. This is what I had expected Apple to do with the iPhone X, but they didn’t. Maybe they are saving it for a future release.The other issue is the beautiful screen, which unfortunately is very prone to micro abrasions. Remember the Jet Black iPhone 7? They warned us that the back might be subject to microabrasions, so we were prepared for it. They did not warn us about the screen on the iPhone X, and having used it for a few short months in my pocket which has nothing else in it, there are noticeable micro abrasions, and when I approached an Apple store staff member, they were unable to help or swap out the device. overall happy with it, but few small annoyances, which may or may not be ironed out in future releases.",Productreview.com.au
iphone,5,"Been using it since the day of the launch. It's pricey, yes, but it's a really fast phone, powerful, with amazing display. iOS is getting old for sure, but I have no complaints in a way because the apps are almost always better than the Android's.FaceID works great though it limits the way you unlock your phone on certain occasions like when you lay the iPhone on the table, or that you have to hold it facing you to unlock. Apart from these, it feels natural to unlock the phone.If you are not tied to the Apple Ecosystem, however, other flagship Android phones are great options as well as the camera can definitely compete with the iPhone X",Productreview.com.au
iphone,4,"This iPhone I found to be good like every iPhone although I don’t like having he facial recognition, I would’ve preferred the fingerprint like the previous model, the camera is amazing and the screen is crystal clear, phone does seem to run quicker hold charger longer and even charge quicker then previous models.",Productreview.com.au
iphone,5,"As someone who has always been an iPhone user, I found that I wanted to try a Samsung to switch things up. The iPhone X drew me in because I found the design, the ease of the phone and the elongated screen was everything I desired about a Samsung but I knew I couldn’t part with the OS of an iPhone.",Productreview.com.au
