source,phone,review,rating
influenster,iphone,"Got this phone after my 5s so def an upgrade. Its not hard to adjust to the size or the fact that there’s not a home button. Personally I love the screen! It’s super long and the resolution is great. I was considering the iPhone 8 before purchasing this one, but I’m soooooo satisfied with the ten! I’m glad I didn’t get the 8!",5
influenster,iphone,Recently purchased the iPhone XS and am very satisfied with the outcome. It’s a great phone and extremely fast. Only problems I have are pet peeves. Like Face ID not working in landscape mode and the batter percentage not being shown until you go to the command center. Other than that it’s a great phone and I would recommend.,4
influenster,iphone,I LOVE my X. it has been perfect for me since day one. I have a little girl who likes to play with my phone and it really hasn’t had any issues. iphones are always expensive BUT totally worth it in my opinion !,5
influenster,iphone,"I like the phone, I know that people say that it glitch’s but it works just fine. I’ve had the phone x for almost a year and i can say that it hasn’t glitch on me. Only when there was a software update. Over all I recommend you get this phone. I know it’s costs a lot but it’s worth it. So I recommend you get this phone.",5
influenster,iphone,Love my IphoneX! Such a unique phone that feels so great in your hand - the phone itself is so beautiful and really is just seamless - the phone has exceeded my expectations and would recommend anyone thinking about getting it making the jump!,5
influenster,iphone,"I love this phone. It’s smaller than my 6 plus. It was pricey but I got it anyway. I wish they would’ve kept the storage choices the same. Eliminating the 64g was not the best decision. I wouldn’t have released the 8 at the same time either. Not the best decision. I love the phone and I am an Apple everything person. MacBook, iPhones, iPads, etc.",5
influenster,iphone,The iPhone X is so user friendly and worth the expense. It is very reliable and the camera takes drastically clearer pictures. I like not having a home button. It eliminates the possibility it could become damaged or stuck. I also like that the screen encompasses the entire phone front. I would highly recommend!,5
influenster,iphone,"For all those I phone lovers our there, you absolutely need to invest in this phone! The batter life is significantly better and the wider screen is an added plus. This phone is waterproof and my favorite feature is the portrait mode on the camera. It literally looks like a professional photograph. Love this phone!",5
influenster,iphone,I love my iPhone X. This was my valentines day gift from my husband and I love it so much. The camera is incredible and It's too much easier to use with the new and amazing features. I love the better and improved face recognition its works great each time. This has got to be my best phone yet. I love it,5
influenster,iphone,What an amazing phone! I just upgraded from an IPhone 7 to and X and it has me floored. It’s a beautiful design and absolutely wonderful screen clarity! The price was steep but I would say it was worth it. So sleek.,5
influenster,iphone,"Absolutely in love with my new iPhone X. I do not like the price tag, but the features, speed, camera functions are amazing.! i love that it is small like an iPhone 7, yet the screen is that of an iPhone 7 Plus. The sideways cam is too cool with the dual functionality. It does get some getting used to just because the gestures are different and no longer a home button. But more phones now a days no longer have physical button so might as well jump on the band wagon:)",5
influenster,iphone,I'm too excited to get my hands on the news iphone X. Getting it for free that comes with my telecom plan. The 256gb is currently out of stock and I am on waiting list. Hope to get it very soon. I just can't wait! Apple iPhone X I'll will be reviewing the iphone x as soon as I get it.,5
influenster,iphone,I never had this phone before but I would rate this phone full stars because my friend has it and the camera is great. it is reliable and I wish I had it. in my opinion the best feature is everything. I would recommend this to other people if I had it myself. Also this phone can help me with school.,5
influenster,iphone,"I've had iPhones for several years now and have had the X for almost a year.  I love it, but I'll be honest I definitely dont use it to its full potential.  I forget half the things it does sometimes and end up still using it for the basic functions of internet, phone & texting.",5
influenster,iphone,GREAT PHONE! Amazing capabilities and camera. Portrait mode rocks. Makes taking photos more enjoyable now that the quality is higher and more professional. This phone is great! Can’t wait to upgrade to the MAX.,5
influenster,iphone,I just want to say a couple things. Yes Apple will always own the fact that they don’t build the experience around cool new features or technology but they definitely design the experience FIRST and then decide what technology to achieve the result. THIS phone brings great features to the hands of the user in such an intuitive way it was almost hard for me to notice what is new.,5
influenster,iphone,"I’ve had this phone for a week now and I love it. I was die hard Android couldn’t stand apple products and serious about it. My phone broke last week and the only thing on stock was apple. I figured if I was going apple I was going all the way. I love the screen, colors, and the camera.",5
influenster,iphone,"To be honest, I don’t like the face recognition as much as I liked the fingerprint. The camera is great, but it drives me crazy that you have to download an app to take a photo large enough to fill the screen. The resolution is great, but the size is the issue I struggle with.",4
influenster,iphone,"The iPhone X has been a great upgrade for me. The Face ID is quickly, response, and offers a great level of security for the phone and secure apps. There is a slight learning curve to the new gestures on the phone, but they end up becoming very natural. You’ll forget about the home button very quickly.",5
influenster,iphone,"The iPhone X has been a great upgrade for me. The Face ID is quickly, response, and offers a great level of security for the phone and secure apps. There is a slight learning curve to the new gestures on the phone, but they end up becoming very natural. Youâ€™ll forget about the home button very quickly.",5
influenster,iphone,I just bought the 256GB iPhone Xs in Gold and I am loving it! I upgraded from a 16GB iPhone 6s so the processing is amazingly fast in comparison. Face ID and no home button has been so easy to get used to surprisingly.,5
influenster,iphone,I had this phone since December I love it the face ID is a little difficult sometimes but other than that I really love the phone. I would recommend people who are very tech savvy to but the iphone X.,5
influenster,iphone,I love my new iPhone X it is way better than the other iPhones out now I would not be able to go back to the old one because the iPhone X is more advanced.  The phone also Thales amazing pictures. Apple iPhone X,5
influenster,iphone,Absolutely love APPLE PRODUCTS! I currently have the IPhone X and it has been through so much! Iâ€™ve dropped it multiple times no cracks on the screen! My son also put my phone in the dogs water bowl for a good 20 seconds fully submerged & it still works! I love my IPhone X! :) <3,5
influenster,iphone,I absolutely love this phone. I am a long time apple user and this phone is my favorite yet! I love that there are less buttons and it is almost bezel-less. I was worried about the Face ID as someone who wears contacts and glasses but it recognizes me no matter what.,4
influenster,iphone,"Honestly, the best phone ever! Love love love portrait mode! Very easy to use, light weight and if youâ€™re not a fan of the plus size - but still want a good phone get this one! I encourage everyone to have it!",5
influenster,iphone,Iâ€™m not sure why everyone was so against the X. I get that itâ€™s super pricey but that aside its amazing. Iâ€™ve had mine since they came out and I love it so much. The camera is definitely my favorite part!,5
influenster,iphone,"I love my iPhone X, its full screen and does the face unlock. Camera quality is the best. I am my very own photographer. Price is high on these phones but I know its worth it. I've never had a problem with any of my Apple products! You will LOVEEEE!!!!!!!",5
influenster,iphone,I love Apple so much. I have never had Samsung or Android. No judgement against them but Apple is my favorite. I love the glass back and the double vertical camera. While  the X/10 is expensive it is totally worth it. Amazing phone and I love mine.,5
influenster,iphone,"i didn’t think i would like this phone coming from a 7+ because it’s smaller. however the size is perfect for your hands! a little expensive, but the camera on this thing is better than my DSLR... so if you like to take photos & your on the fence GET IT!",5
influenster,iphone,Personally I wouldn’t recommend specially not for 1000 does everything any other phone could do for way less.🤷🏻‍♀️ luckily camera is still one of the best overall apple give me something someone hasn’t already done Wouldn’t recommend to a friend,3
influenster,iphone,Very addicting phone. You never want to put it down. The facial recognition is extremely convenient and easy to get used to. It doesn’t feel as heavy as it looks either. Small enough to fit in your back pocket snug and beautiful camera quality.,5
influenster,iphone,"Absolutely in love with the bigger screen, camera, and new ios features. I recently switched from android to apple so I don’t know how the x compares to say the 8 or a 7, but my apps run much smoother and I’m impressed by the length of battery.",5
influenster,iphone,Just got this phone last week and it’s amazing! I love the emoji active feature and how there’s no home button! They also have so many new features locked into this phone. My battery lasts forever!!! I highly recommend even though it’s pricey!,5
influenster,iphone,I LOVE my iPhone X. It runs smoothly and the optics are perfection. Face ID is so convenient when I have dirty hands I don’t have to worry about my fingerprints not reading. It’s got a good steady weight to it and the camera is the absolutely best yet.,5
influenster,iphone,"The best iPhone that has come out this far! The camera is amazing and I love the Face ID aspect, it makes everything that much easier! I have doing the phone plan through Apple and got such a better deal in comparison to my Verizon carrier.",5
influenster,iphone,"I was torn between the X and the 8 for quite some time, but I'm so glad I went for the X! The battery life is great and I love all the new updates. I don't even miss the home button! I also don't have that many problems with the face ID",5
influenster,iphone,"I’ve been with the Apple family for awhile and this product exceeded my expectations. I made sure once they announced it to preorder ASAP. I love the convenience of Face ID, Animoji, Apple Pay, and etc. A great phone definitely worth the money. I have a review via YouTube of this product.",5
influenster,iphone,"I love the phone, but does have some issue even when I update it, such as an issue I am having right now which I have had in the past, I do not get notifications. I have tried everything to fix the issue and it still keeps happening.",4
influenster,iphone,I currently have this phone and I think itâ€™s the best iPhone that has ever been out it is so easy to do the things you love and the camera is amazing it is expensive but itâ€™s something you can splurge on and I think itâ€™s worth it,5
influenster,iphone,Great update from the iPhone 8! The camera is better than most digital cameras currently on the market. The larger screen makes it easier to read and video watching is seamless. The iOS system is fast and is completely intuitive.,4
influenster,iphone,"I love my iPhone X. I was concerned about missing the home button, but Iâ€™m pleased with how fluid they made the functions. The Face ID unlocks my phone much quicker than the thumbprint scanner. And the photo quality is amazing!",5
influenster,iphone,Really love this phone! I have had it for a while now and I keep finding out more and more things out about it that I love! My favorite part is the Face ID. I love that it is a really sleek design and looks supper high quality!,5
influenster,iphone,I rate this product a 5 because it has really good reviews and I really want one. I feel like the best feature on the iPhone X would be the new camera. This phone is a bit pricey for an iPhone but I feel like it may be worth it.,5
influenster,iphone,"I absolutely love this phone, I love the Face ID feature, the quality of the camera is amazing, love the portrait feature, the size of the phone is just right, not too big, not too small, itâ€™s very expensive but worthwhile.",5
influenster,iphone,"I have been in love with all Apple products for quite some time now, and this one doesnâ€™t disappoint! I love how it feels in my hand and how the screen takes up the whole front of the phone. It is pricey, but itâ€™s worth it.",5
influenster,iphone,I want to get this as gift for myself I need a phone  ðŸ“² I canâ€™t wait to get for myself ðŸ˜€ðŸ˜€ðŸ˜ƒðŸ˜ƒ i just love apple products  Iâ€™ve seen all of review on it I canâ€™t wait to get for Christmas ðŸŽ„ does anyone else like the iPhone X ? #GiftCrush ðŸ“²ðŸ“²ðŸ“²ðŸ“²ðŸ“²ðŸ“²ðŸ“²ðŸ“²,5
influenster,iphone,I love my IPhone X!! The speed is amazing and I have plenty of storage on my on phone. The camera is way better then any previous models. I do believe the price tag is to heavy though.  Apple iPhone X,5
influenster,iphone,"I love my iPhone. First, it took me a while to get used to not having a home button, but it is great not having one. I love the camera so much and the battery lasts really long.  Apple iPhone X",5
influenster,iphone,I haven’t gotten this phone but I know others who have. The simple fact is the technology these days are so advanced and it’s fascinating that a phone unlocks to the face of the phones keeper. I hope that one day I can get one!,5
influenster,iphone,Okay. I am on the side of the Apple followers. But when it comes to this new iPhone I’m just not a huge fan. I don’t really like the fact that there’s no more home button. I prefer the older versions for sure!,4
influenster,iphone,"I love my IPhone X, for the longest time I wanted a bigger screen but hated how big the IPhone plus was and that I have small hands. I love that the iPhone X is the same size as the IPhone 8 but with a larger screen.",5
influenster,iphone,My husband recently bought this phone and it’s great. I like the new features and it takes perfect crisp clear pictures. I have the iPhone 7 and happy with it. I’m definitely going to upgrade come due time.,5
influenster,iphone,This phone is seriously incredible!! I upgraded from the iPhone 6s straight to this phone and I couldn’t be happier. I’ve wanted the Apple iPhone X ever since the rumors had started coming out and now I have it. The camera is absolutely incredible and I use it almost every day. The main reason I was in love with this phone is the look and the screen. The OLED display is so bright and clear especially compared to my old iPhone 6s. I don’t regret my purchase one bit and I am extremely happy to have gotten this phone. Its the perfect fit for my hand and I don’t sacrifice screen size for the overall size of the phone. I get the plus size screen with the phone size of a normal iPhone.,5
influenster,iphone,"I bought the Iphone X a couple months after it came@out and wasn’t fully happy with it, i’ve been an apple fan since the first one came out and this one to me was their worst.. slow, froze so many times",3
influenster,iphone,I LOVE the new look to the iPhone. I want one so bad. It’s so beautiful. I love how there’s no home button. The quality on the phones camera is just out of this world. I would recommend this to others.,5
influenster,iphone,I’ve had the iPhone X for about 2 months now and absolutely love it! Finally Apple has come to the upgraded technology of today. I love the full touch screen and facial recognition features and the sound is so much louder than earlier models! The camera quality is amazing and it has really cool features hidden inside! I see many improvements going forward like removing the notch on the top or making larger models and even putting a fingerprint sensor on the touchscreen but that is for future models.,5
influenster,iphone,"Not only is this one of the coolest and best iPhone ever, but it is quiet expensive. Regardless of price, the iPhone X is amazing at photos, playing games, and doing internet browsing on a big screen.",5
influenster,iphone,"This phone its self is amazing my dad has it and  I love it , I try to get on it every chance I get I  love love LOVE the phone its amazing the way it looks and the way it takes pictures it is so nice and amazing I love it ITS TO DIE FOR I WOULD TREADE IT IN FOR ANYTHING",5
influenster,iphone,I love my iPhone X! It was a little pricey but totally worth all of the convenience features! I love the face recognition. Face recognition is even used when accessing my credit cards or auto filling my passwords.,5
influenster,iphone,I would love to get this. I love that it is slightly smaller than my iPhone 7plus yet the screen is bigger. Itâ€™s amazing. I also love the face unlock feature. I canâ€™t wait to be able to charge my phone wirelessly.,5
influenster,iphone,I actually Iâ€™m new to iPhone Shocker! So my first new real iPhone is the iPhone XR I got the coral one and Iâ€™m pleasantly pleased and surprised how easy and fast it was to get it up and running.,5
influenster,iphone,Amazing product apple created here. The picture resolution is amazing so you donâ€™t even need a professional camera which makes your life less expensive. Easy to use at any age. Highly recommend,5
influenster,iphone,"This is actually my favorite phone that apple has came up with! I bought me and my boyfriend one and we canâ€™t live without it. Itâ€™s great, durable and water proof! Everything you can ask for!",5
influenster,iphone,"I love my iPhone X, however I do find that the changes to the iOS system and the changes to how you open and close apps, or how you screenshot differently do take some time to get used too.",4
influenster,iphone,I love my iPhone X. Took some getting use to without having a home button but I love it. The camera quality is amazing ðŸ˜» and the new picture functions help capture those perfect memories!,5
influenster,iphone,I really love my iPhone X. At first I was unsure of all the different changes because of not having a button anymore but I have no issues! I got it when it was fairly new still and I did have a few issues getting out of particular apps but the update has fixed that already! I love that it recognizes my face to get into password protected apps and websites! Itâ€™s so handy and it keeps my security when Iâ€™m not near my phone so no one can read my notifications! Itâ€™s super fast and the camera is honestly better than my dslr sometimes!!! I love it!,5
influenster,iphone,I would love to review this product and give detailed information about the product. I've heard so many good things about this phone and would like to talk more in depth about it,5
influenster,iphone,I love my iPhone X. The most important thing for me to love was the camera and itâ€™s exceptional. I use many cameras at my disposal and Iâ€™m glad my phone camera is amazing.,5
influenster,iphone,"I love i phones thru  make my busy life easier. I love,the,color. Even though I do not own an i phone I would most definently love to have this one.  Apple iPhone X",5
influenster,iphone,I really need a new iPhone and this is perfect for a new iPhone present for myself and this is the new phone that I always wanted and this phone so good and I love this phone and wanted to use this for things that are important!,5
influenster,iphone,"Like all Apple products this is wonderful. An unparalleled design, elegant, practical, simple but beautiful. The potential of this intelligent slide makes it the best #GiftCrush for this Christmas.",5
influenster,iphone,"Itâ€™s alright, I like it more than other iPhones I have had in the passed but itâ€™s only upside is better speakers and the pled display, all other features are the same as all the other phones",5
influenster,iphone,"Have had my iPhone X since January and I absolutely LOVE it! The camera quality is amazing, so many beautiful photos with portrait mode as well! Definitely recommend ðŸ˜Š",5
influenster,iphone,Ok so I was skeptical at first with the new Face ID and the screen change.  Iâ€™m a die hard Apple fan and I put off getting the iPhone X because I wasnâ€™t too sure that I would care for it but Iâ€™m in love.  I love the new portrait editing that it has and it takes amazing video and photos.  I love the comfort of holding in my hand.  I think the plus was just slightly too big and I found that I dropped my phone frequently.  This phone fits nicely in my hand.  The quality of video (watching) is much better than the previous phones.  I tried the Face ID with my eye closed and it doesnâ€™t unlock.  Iâ€™ve tried it on my kids too whom do have a resemblance to me and it doesnâ€™t unlock for them either.  All in all I have to say itâ€™s a great phone and Iâ€™m glad I made the upgrade.,5
influenster,iphone,"This is such a great new device for anybody who is willing to learn new features and gestures to get the most out of technology. The design is so sleek and gorgeous too! It's similar to the 8, but with a better camera",5
influenster,iphone,"Best iPhone ever!!! Yo tenÃ­a el iPhone 7p y se lo terminÃ© regalando a mi esposo porque era muy grande y sentÃ­a que la tecnologÃ­a no era muy adelantada, ademÃ¡s de q solo tenÃ­a 32g de memoriaðŸ˜‘. Tuve un tiempo con el galaxy 8, no es un mal telÃ©fono pero cuando vi la cÃ¡mara y la calidad de las fotos decidÃ­ volver a Apple y no me arrepiento. Tengo el ecosistema completa y para grabar mis tutoriales, fotos de mis maquillajes ect es lo mejor.",5
influenster,iphone,"I am one of those donâ€™t fix it if it ainâ€™t broken type of people so Iâ€™ve been holding on to my Apple iPhone 6s Plus without upgrading because it did its job. It took a crap a few months ago so I finally upgraded to the Apple iPhone X. I am so glad I waited to upgrade to this one because itâ€™s amazing! The screen is just about as big as my Plus was with the edge to edge screen, but the phone itself is smaller so it actually fits in my pockets. The camera quality is beyond superb and I donâ€™t think Iâ€™ll ever need a regular camera again. Itâ€™s so multi functional that it was definitely worth the hefty price tag. I highly recommend it for anyone needing an upgrade!",5
influenster,iphone,"Love this phone! The camera is amazing and the technology canâ€™t be topped.If youâ€™re looking for a new phone in the new year, this is it! Although, it is expensive... but worth it! I like to think about it as a personal investment.",5
influenster,iphone,"The product is very well adapted. I think that for it to be a 10 year anniversary device, Apple really outdid themselves. Affordability was a tad unattainable but if you can, it is very easy to use. I would definitely recommend the device to a friend. There are so many neat added features to this device, that have not been on previous devices, that make the iPhone X unlike the rest! Anyone looking for a new cellular device to exceed your games, internet or photography needs in life; the iPhone X is the way to go!",4
influenster,iphone,I love this phone so much.i have this phone right now and I think it’s amazing. It is very expensive but it’s worth it. It is very reliable.it takes longer to charge but oh doesn’t run out of battery easily.,5
influenster,iphone,Hello I came according your product and I wanted to see if this product is as great as it says! I want to test and promote this product for everyone! Please let me test and review,5
influenster,iphone,"I looooove my new IPhone X! It honestly is the best phone I’ve had in gosh.... uh EVER!? Yeah. It has so many cool feature on it. It’s not too big and it’s not too small. It’s a big larger than the 8 but smaller than the plus sizes. The camera is absolutely incredible and has a portrait mode setting that makes it seems like you’ve suddenly become a professional photographer overnight 😜 I don’t mind. It have the home button, you get used too it! Love this phone so much! Apple iPhone X",5
influenster,iphone,"I like this phone very much! It’s a very advanced piece of technology. I love the photos it takes, the Animojis endlessly entertain me, and I find that some of the tools and features are very useful. The one thing that I don’t like so much on it is that every time I want to open my phone, I have to look at it (which really does sound lazy, but I just don’t like waiting for it to recognize me). Other than that though, I highly recommend getting it if you’re into this new technology.",4
influenster,iphone,"This phone is amazing!! It takes the BEST photos. You can rely on this phone to take amazing pictures!! When you first get the phone, it's pretty confusing but you'll get the hang of it. I totally recommend getting this phone!! #iphonex #phone #amazing  #techie",5
influenster,iphone,This phone is pretty snazzy 😂 The camera quality is so clear😍😍 And btw face I'd is nothing new😂 they just have way better face id😂 the battery is decent and the display is amazing 😍 it should be more affordable though 😂 but overall an amazing phone 👏👏👏,4
influenster,iphone,I HADDDDD to have this phone! I mean I get every phone!!! I should have gotten then 8 instead! I mean don’t get me wrong the phone good....NOT WORTH The price but good! I could do without the Face ID..I need my fingerprint back! Back camera is AMAZING...front camera not so much! screen is great!! That’s one feature that I love!! And the phone is too small!! Coming from an Plus to a...idk what to call this! I always use autocorrect 🤣🤣🤣,4
influenster,iphone,"For starters, look at these photos. This camera is to die for! The focus is incredible! I love this phone so much! It’s the best! It took a second to adjust to the new controls but so far, no complaints at all! Why? Because it’s Apple and they’re the greatest!",5
influenster,iphone,"This phone is amazing! I recently upgraded from an iPhone 6S plus and I’m so happy I did! The camera is awesome, the speakers are LOUD, and the graphics are sweet. There’s lots of cool little features also. It’s on the more expensive side but overall it’s a great phone for the price!",5
influenster,iphone,"I love this phone so much. I woke up at 1:50am to preorder this phone and I waited in line the day it came out. I have yet to have an issue with this phone. It has a great camera, screen resolution and let’s not mention Face ID. I would recommend this to anyone, even you Android users.",5
influenster,iphone,"Apple’s 10th anniversary iPhone X sets a new gold standard for the next decade of iPhones. Coming hot on the heels of the iPhone 8 and iPhone 8 Plus the iPhone X steals the show despite sharing nearly identical internal hardware. The X (pronounced “ten”) is a beautiful, modern sculpture, and iPhone owners finally have a reason to show off their phones again.",5
influenster,iphone,I am a die hard iPhone user. I started with the iPhone 4 and have been hooked ever since. I recently upgraded to the iPhone X. I have the iPhone forever plan through Sprint. I love the ease of use and the options to send payments through text messages. My only complaint is that the screen is extremely fragile. Within a day of receiving the phone I noticed a hairline scratch.,4
influenster,iphone,I have had this phone for a month now and i must say that it is my favorite iPhone ever !!! I loved the size of my plus but where the screen is the same size i don’t notice a huge difference and i think I like the overall size of this phone better. I think it’s a very professional and adult looking phone as well. The camera is great and i love not having a home button !!!,5
influenster,iphone,"I would love to get an Iphone so badly. I believe that this phone would be a huge step up from the phone that I have. If you're thinking about getting someone a new phone as a gift, then you should definetly get this product. It is literally the best phone of the year. If I could get one, I know I would get this one without a doubt. Go Apple iPhone X",5
influenster,iphone,In one word the most amazing phone ever. So first things first the phone unlocks with your face and another person won’t be able to see your notifications unless you show your phone your face. The design is extraordinary and very beautiful and best feature of it is the Animoji.,5
influenster,iphone,"So, my boyfriend has this phone and of course I spent a few days consumed with it and seeing all of its new features. Needless to say, a lot of impressive upgrades. But, I can't get over the fact that there isn't a home button. Whatever Apple does next, they should include a button somewhere.",3
influenster,iphone,I’m a huge fan of Apple and all of their products. I started out with Apple before they even had the iPod Touch and I’ve stuck with them since then. I currently have the iPhone X and it’s fantastic. The facial ID works better than I imagined and not having a home button hasn’t been a problem. It’s a lot of money but great to have.,5
influenster,iphone,"When I first got this phone, I was disappointed in the size. To be honest, I thought my 7 Plus was better and I would wish I kept it. The more I used it and realized all the features it has, I began using the phone to its potential. Now, I can't go back to any phone with the exception of the new iPhone X + (plus) lol.. :)",5
influenster,iphone,I love this phone. I have had and iPhone since I don't know how long and they have later. My iPhone x has a wonderful camera quality and is amazing. I highly recommend for anyone because it is very easy to use and I just love it so so much.,5
influenster,iphone,So far this phone is really good. I like the updated screen with crisp clear images and graphics. I like how the camera is and gives more features and the memory they have on this phone is a step up then the older iPhones. I also like how it is different in technology. But again the price is a tad more then the older iPhones,5
influenster,iphone,"Jumped from the iPhone 6s to the iPhone X and I am in love. The camera is just amazingly amazing, the phone is very slim so easy to fit inside my purse and there is so much space!! I love everything about the phone, from the screen to the way the apps are displayed to the face recognition ID. Perfect, highly recommend.",5
influenster,iphone,When my original phone was acting up I was debating on the 8 or the x. I went to apple and started playing around with them and I fell in love with the x. It’s easier to use then I thought the camera is amazing and it’s the perfect size. If you are tired of your phone and are looking to get this would I recommend it 100%,5
influenster,iphone,Received this item on launch day and I haven’t had any issues with this phone. My favorite part about the phone is the facial recognition. I was tired of using my fingerprint for everything. I would totally recommend this phone.,5
influenster,iphone,I would love to have an IPhone X because I have had really good experiences with Apple in tge past and I just overall in general love apple and their design and apps and just everyrhing all about them. The only thing that I dont like is that its missing google and YouTube but you can easily just download those on there,4
influenster,iphone,"I would definitely recommend buying it! If you are interested in it you can get it at the nearest Apple store! It has tons of new features such as Animoji and exclusive backgrounds! I personally think that it is better than the Samsung phones! Again, I totally recommend buying it no doubt!Apple iPhone X😊",5
influenster,iphone,"I’m really liking the iPhone X. The face recognition function is pretty neat and convenient. At first it wasn’t easy to adjust to not having a middle button but after a week, I no longer missed it. There’s not too many changes but I do like that it’s much smaller and thinner than the iPhone 7 Plus.",5
influenster,iphone,"This thing looks amzing!!! I really wanna try it out, so i could tell everyone how great it is, and make them buy it.  This phone is just to exspensive for me, so sadly, i will never get my hands on it. On my yt channel, if i ever do get it (i doubt it), i would say al the great things.",5
influenster,iphone,"I really like the Apple products, and I am the person that is so excited about to be fashionable. I payed $1000 plus taxes, I think it is expensive but once again I was surprised by the photo quality that in my opinion the Apple is the best and now with the resistance that IPhone X has.",5
influenster,iphone,"i love my new phone so much! i know it's a bit pricey, but i promise it makes every dollar worth it. the face recognition is occasionally unreliable, but it is pretty cool and all my friends would agree. the camera quality is amazing and i wouldn't trade this phone for anything.",5
influenster,iphone,"I love my IPhone X, but I guess I got bad luck. Mine gets overheated just watching videos. It shuts down on its own and it’s a scratch magnet! On the other hand, it has a beautiful look, feel, and hardware. I do wish it came in gold. It has an amazing camera with fun features.",4
influenster,iphone,I love all my Apple products. The only downside I have to this phone is the battery life! I love that the screen is large. The facial recognition is great with very few times it doesn’t register my face. The home button was a challenge for me a few days but now it’s routine.,4
influenster,iphone,"I got the Iphone X as soon as it came out! BEST DECISION EVER!!! I love the face ID and being able to just look at the screen to make purchases, etc. It took some getting used to since there is not a home button, but now I can't imagine going back to having a home button.",5
influenster,iphone,I love apple products and i bought this phone becuase i needed an upgrade and this phone is the best it hold so much memories i love the quality of the camera it takes the best pictures and videos,5
influenster,iphone,The best thing of this iPhone is the portrait mode of pictures. It can be a bit frustrating because face recognition is harder than it looks. It doesn’t verify that much at night or if its on a desk and you lean over the desk it will not recognize you. It literally needs to be in-front of your face.,5
influenster,iphone,"So I got this because my spouse raced on how great it was. Granted it has some cool features but the price is ridiculous. It has face recognition which is cool, but the phone itself is super slippery. The phone falls all the time so make sure you get a good case for it.",4
influenster,iphone,This is amazing. I upgraded to this one IPhone X. I used to have IPhone 7 Plus. And I got used to it. It meet my expectations and it’s absolutely fabulous. It doesn’t have any limitation. There is no need for anything in this phone than just rock and enjoy the features.,5
influenster,iphone,This is the best iPhone I have ever owed and I have owned everyone of them except for the 8  I highly recommend on getting the iPhone X or as other people call it the iPhone 10,5
influenster,iphone,"I am so happy with this phone, I gave my daughter my 7 plus and the size difference was weird to me at first but I actually really love it! It’s fast, I love the memory space, and the overall quality of the phone is great. I’m definitely IPhone for life 😍",5
influenster,iphone,At first I didn’t think I was gonna like this phone but I was wrong!! The price is high but yeah!! I love everything about it!! It’s easy to use not complicated no issues at all!! I would recommend if your an Apple user and can afford it!! Get one!!,5
influenster,iphone,Love this phone! The photo quality is amazing! I got the 256GB so I could have more room (even though I don’t need it lol). Still trying to get use to the no home button but definitely love this phone!,5
influenster,iphone,"I want this new iPhone so badly! Not only is the facial recognition top of the line, I love the fact that it comes with a charging pad instead of a physical charger! And who isn’t excited about the talking emoji ability?!",5
influenster,iphone,This is my all time favorite product. I will never find anything that compares to it. I would be so grateful if I could get PR packages of this product so I could review for the people on my social media pages! It would get you more sales! I can’t stress enough how much I love this product!,5
influenster,iphone,People complain about it having no home button and just has face recognition instead of fingerprint but honestly it's really better than any of previous ones in my opinion. I like it.,5
influenster,iphone,"Best iPhone yet! I have had it for several months now and have nothing to complain about. Perfect size, tons of storage, super fast, amazing camera, and just COOL! I know it’s expensive but... it’s worth it.",5
influenster,iphone,Apple iPhone X is my #giftcrush. I have an iPhone 7 and don’t really like the camera and I have heard the iPhone X has a great camera which is the main reason I use my phone. Some day.....,4
influenster,iphone,This is definitely my #giftcrush!!! I would love yo have this phone. It's gorgeous and I love just looking at my bestfriends iPhone X....the picture quality and everything about it is AMAZING.,5
influenster,iphone,"Okay so I was really hoping to get this iPhone X! Why I was hoping to get it is because, it's the newest trend!!! and I have been using an ipod touch for awhile now. So and upgrade would be neat!!! ♡  Apple iPhone X",4
influenster,iphone,My friend has this phone and it is amazing. It has very good camera quality. The best feature would probably be the animoji it is very fun to play with them,5
influenster,iphone,"I got this for my boyfriend for Christmas and he absolutely loves it. The phone is super fast, the screen is brilliant, and Apple offers a great 0% interest financing plan that includes Apple care. The camera is also amazing, I steal it from him all the time!  Apple iPhone X",5
influenster,iphone,By far my favorite iPhone! Getting used to the face detection to unlock sucks and first but once you get it you love it so much more than the thumb or the code!,5
influenster,iphone,"Well I have the IPhone XR, and the camera quality is very good. Iâ€™m not use to the face lock but it is convenient if you donâ€™t want to press the home button.",5
influenster,iphone,I love my phone ðŸ’š it took some getting used to but Iâ€™m used to it and wouldnâ€™t have it another way. Itâ€™s so cute though I wished it came in different colors,5
influenster,iphone,I love my phone. Portrait mode is awesome. I have dropped my phone on several occasions without a case on and I still have not broken it. No problems so far.,5
influenster,iphone,"I just purchased this and I am in love! This is by far the best iPhone ever created. The camera quality is amazing, and I love the new screen and controls.",5
influenster,iphone,I absolutely love my phone. The camera is amazing. The screen is beautiful. Being able to charge it on a charging pad is awesome. I really love this phone.,5
influenster,iphone,I pre-ordered  my iPhone X as soon I found out the release day; omg yâ€™all donâ€™t know how great it is. Itâ€™s absolutely my favorite phone I have ever gotten.,5
influenster,iphone,"I love this phone, the screen resolution is amazing. Fits perfect in my pocket . The transitions from app to app is very smooth. Apple iPhone X",5
influenster,iphone,Apple will always be one of the best stores out there. I like iPhones because theyâ€™re easy to use and they look cleaner when it comes to the home screen.,5
influenster,iphone,I absolutely love my Iphone X. If works amazing & I have not any issues with it yet. I love that the screen is the whole thing & there is no home button!,5
